TenantId,IncidentId,IntegrationName,EventId,EventCreatedTime,Severity,Status,TimeCreated,TimeClosed
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:f5fb4bd4ab264f41831d81a7a5e2cb75:9c4236abec71476a84f39298fea55b55,mssentinel,75867c1593854bd4a35f8a67622f0c8c,1675497186459,Critical,Closed,1672051858581,1672346758053
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:f3108b2c05fe42f29930aad7bbbe3309:4f2d39eccf3d4c1085a6d05e4a3fe437,crowdstrike,7b85ac80de0444dd98487e58081a0b88,1675497186459,Low,Closed,1672436319939,1672496786220
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:e02191a36938414a9908735ed7d8723e:794bb8d4571c4c6bb0a85d5923b204ef,crowdstrike,796ab0f3074142eeb57e442927269ff2,1675497186459,Low,Open,1672550668206,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:f76a0afc34ae43d78ca50032719c9f16:e64520b49fc14b60bb37941c1c35d7c8,crowdstrike,7d81973631a14c9e93c199f6b31a867d,1675497186459,Critical,Closed,1673460553253,1673599474833
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:bcc0f5c909a74548a3a891c95cd7de98:d4e7c006b81d4d1d9c651a7bf03c92a8,mssentinel,d91c413365da476fb89d3c7da6ad6d64,1675497186459,Low,Closed,1670436252125,1670477489569
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:820724a3d8f14c2cb8bbe39a764f4369:db845f06ba564faf97a722d4d4b1551b,crowdstrike,b0d49a7daf0548b3bbe19d6c7aa2b81a,1675497186459,High,Closed,1674436393409,1674562988131
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:9e0906ef5ff04121a2babf464df338a5:1b635256e5934e4eb954fbebc18724ef,crowdstrike,c25a6204a02346529483978d121f86c0,1675497186459,Medium,Closed,1670749067776,1670831015144
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:af5fad118aca4db7963ac595dfe55b85:06dae29955a74838a03b0c290758b4f6,mssentinel,b7ad517116a94cc9b9b132f64d9ff590,1675497186459,Low,Closed,1672208688175,1672393350917
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:7160179134b74e4b9b00450297bdc111:2164a7cddb5a45d38e80c1e3ee8087d0,mssentinel,454fdb6a3b2246c18769ff7c2998bbdb,1675497186459,Low,Closed,1672430564654,1672698657322
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:b02dc90dd892447a80c1f983224b9b13:4a73cdb892db47b5af061d2f3607913a,mssentinel,3adde1778ea44ad89475f7d48b8b530f,1675497186459,Medium,Closed,1672729336015,1672887977292
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:570f15aa583941d282acea113be360ae:fd927f98a96c425dba0ef01f26373ef1,crowdstrike,db126ac667614c16b664098af08fdee8,1675497186459,Medium,Open,1673689205800,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:e7e9f51ce04542a1be29e8280ceca29a:b8005c018bb247d4ada3931c0f8c991e,mssentinel,63c18d108e4b45d59d8e3317c64cf497,1675497186459,High,Closed,1672449464913,1672705415453
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:af75dd7505d74c94a934023da2e4f97f:cfaf426f2c124595b1d51ce47a73de50,mssentinel,d10fb97879ff45f58cda8aa1abace525,1675497186459,Low,Closed,1672458946094,1672573331266
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:00df0abfd87643ca889d6054744162e2:77fb29c47b234c6791444c0f4f46287a,crowdstrike,18903699c43847de8bcc68444253f26a,1675497186459,Critical,Open,1674571126292,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:f239fb1af43b4ab58a44f69022db63ab:1de516c12cb542059ec507c1fd4f54f9,mssentinel,6b902056b3f941c481fd8e95e1f3adfe,1675497186459,Medium,Open,1671251222977,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:03f9442ac55b41df84db4595463797fd:42ee3d780c5f41eca6e16a747ce59606,crowdstrike,d151539c916c4ad9acc4e1b931937b0e,1675497186459,Low,Closed,1674756409964,1674824817954
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:180a017a71fc4d8683117eb8ca65458c:c329c0cf0f1c4dd081dc7fe047ec111b,mssentinel,c52f43936dba480ca0288b6027699da7,1675497186459,Low,Open,1671151012582,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:123d8f8cad1a4483a772ed6415d30268:0ff7b30edd754b28a83653c44cf6b4e7,mssentinel,9df377e0f7d44b3da0294b257e9afa42,1675497186459,Medium,Open,1670531526028,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:802d830b8a594769b8e99f008351688e:4150e98615f045c59c8bca8e5edf7fd9,crowdstrike,7d42f4b2b5964dff84777649a6342794,1675497186459,Low,Closed,1672617996953,1672874011298
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:5295abb5191b4775adbe8381e4d2679f:f585805364684f41b5faeef71b44a847,crowdstrike,b01b56749c7e43be8863e0445cd9ea38,1675497186459,Low,Closed,1672212692773,1672503980677
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:7e4470fee17844c1ba65a8f2279eaf0e:2ee5b61047504a63829bcf0631b11550,crowdstrike,c428bfadfbf141378eff0cc910d00b1c,1675497186459,High,Closed,1674610385006,1674816466906
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:ce62caf6dfda4e9b9b535e1ef2c092c7:bd4a30cfce634319a126871a2e476a8c,mssentinel,1b01e9286fe0444eb65ce58ec5a26f5d,1675497186459,Low,Open,1673007675550,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:f080911b8a8d402691a72cff0c172ce8:9f12baa998ee4f40a09e848afe262041,mssentinel,6ec1d5677c27406fabe9cdf86bdeb7a0,1675497186459,Low,Closed,1673038087438,1673104641471
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:4bc4fde32d94442483b3fe35bb9e6663:6065f3ed5c3d419fa50ad9a19ddf30c6,crowdstrike,6af9adcdf37c408b904ab412d3cf30b2,1675497186459,Low,Closed,1672411112552,1672478975053
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:1f3b48000f924e148d26a2888e2bae67:8b42abe61633476c842e268c56a2d2ec,mssentinel,719cf813849049929bf612c4e15f4f1c,1675497186459,Low,Open,1672611018113,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:01b69ebc7e87464fb9e337b8fc87ad85:d749a7485d714bf9b2a3df0a5fbadca1,mssentinel,dcca2dfd3bd04893806d424fed96c26a,1675497186459,Medium,Open,1670619180539,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:8804ea490f0c46249988f0612e4335e2:21e9b974056849a88efc3c1698be3352,mssentinel,52bb34724b3044968e9749799703ae27,1675497186459,Medium,Closed,1671784015302,1671950317790
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:5794077b87b347eaa24562afc8535f57:b8be7b31a7894380816122e44ae72331,crowdstrike,b1d91f633ae94494b11d2ec536eba1bf,1675497186459,High,Open,1670435012196,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:2a1a10d458714fd6a06c17c75c092fea:211db4a8640a4255b1c2ff1f89a456b2,mssentinel,769b0aa90751434f81f262e283cf75ef,1675497186459,Medium,Closed,1672892340681,1673094648147
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:a2beccd1a8dd46d8944941af637dcd1c:72e6160c33b54b21bca167321d833c63,crowdstrike,61ca69a5c8124a50bee173ceeaa05fda,1675497186459,Low,Closed,1675267441592,1675440184851
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:c26770e69eb94695bbbb71c9e14e7d65:41c80d4dec324097a0b95146bd8bba36,mssentinel,89552dc9cb6145acac93a7946c84d4b8,1675497186459,Medium,Open,1672888841503,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:96bcf82998084b18982acddca2d9a93b:3f737d6422ba44a0a9d080f0f706e734,crowdstrike,3bd326f3bc88475eb3a8da314db3683f,1675497186459,Medium,Open,1671436147008,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:4e657f51692c4843983725d85a87223e:81ea235801a54e088c41f419e9bb85ed,mssentinel,188eac00456a47e3a12e7f476bfbed21,1675497186459,High,Open,1674617456234,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:b187dab1280f4b4f9bf1e74dfb161329:c32e09f32b6f4833a2bc5bb79ab21453,crowdstrike,aefa3e852ab040fc90e8c67bc9512b67,1675497186459,Critical,Open,1673434020042,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:d1022e0fb82d48cda3b5b7787a1a0a19:6a1b80a088d349bd92808f464c1665a1,crowdstrike,20063433e2ac4d1a80db5245154ddb0a,1675497186459,Low,Closed,1670818416235,1670964732189
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:a58e66813c4e4243b8f93e8856aeece1:a3903435bfcd48e2ba91e41798b26663,crowdstrike,a8de6cf4c335447299166425a3c8a5ef,1675497186459,Medium,Closed,1673716120103,1673857586963
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:5c5e47fdd17948099d98a2529465a5c3:f6d3645f88084fcfaaf3222547700741,crowdstrike,935cc126fa0b4087ad26f4595203e7f4,1675497186459,Low,Closed,1674634465391,1674674583728
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:845a0e491e7645ea9d7a3a2fcab26c82:0981fe4e9f9c4d51a0cc58c6c0319c77,mssentinel,074fbaa776e847c89153dea299f54eeb,1675497186459,Critical,Open,1675139511614,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:2bd7c442d7ce4accb99dfb6c366178da:ff314a7d28cb465b8b7a118ce0967469,mssentinel,ef3280f3eb9c4173b138c04a76c3f3ee,1675497186459,High,Closed,1670463069488,1670546212999
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:22f9873f82504541b7ec6603bd31ff64:dbc0f0f901aa4e3da1613067bbfbd6fc,mssentinel,3f24a16419444b1599e87c251b6caffe,1675497186459,Critical,Closed,1673854841924,1673874720243
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:967932ff03014a8c879e2a97b4735344:56a434c6ea2f473381280891f9a77d43,mssentinel,ba4d31c556164fd396c4ada1d5e983b5,1675497186459,High,Open,1673731314552,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:d7e94760850b41239de2a3e9a8191888:bd622ec1519b449d85494c48f4ba00c1,mssentinel,1d7f843a41e94e8fbb59779dd276947a,1675497186459,Critical,Open,1670919097124,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:0fb1a71a6aae42e8852325a16fcca4dc:0eaf1356d35e4bfaa190ecc280ec27bd,crowdstrike,6ddb78a7bd2844889461dc1d82a866ed,1675497186459,Critical,Closed,1673220644484,1673246396645
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:4e045083b1b94cff974435b5bfc421cc:d4ed4431c0ac4bdf8b21a5351959be4c,mssentinel,64c82016dc6c4304b23458a6101cc710,1675497186459,Medium,Closed,1672867438203,1673157455782
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:b664bb25aa854146af7454e7e72f6251:c8a69eaa4a4342d4856f79f815f536c2,mssentinel,1feec76b52a544a1aef939b4964d56f3,1675497186459,Low,Open,1672019059289,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:dfd810f57e8f4569894cfd40cc1275ac:a533c41d57494ae398c5e815e45649f3,crowdstrike,95b8613e9a754b02b47800a0d180ef44,1675497186459,Medium,Open,1670526880522,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:5987d424f5264a2886b976f4215639fd:ed2a9fff49d643d2ab28a8546c3d8143,crowdstrike,b18e1def1553428889bb68594202a5ba,1675497186459,Critical,Closed,1671936150756,1672148269283
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:a986b2a44fc54b9d8608dce56961f5e1:686f9a0057a14895a52a56630d563f3d,crowdstrike,678eba6a1fbd455a89fc4e48493e8afc,1675497186459,High,Open,1670328049217,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:1995221576184534866a6ed87bf6dc96:6248183de42240db9f7552a7880e9de6,crowdstrike,e105d3e5091b40eabd76c0bda9ed2a05,1675497186459,Critical,Closed,1672088707722,1672305204212
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:045bc1c422a24764a1879e07ce288ed7:9962b6bb472c404ebc07df0c2ec389a1,mssentinel,fa35323db0314beaa8463660355da436,1675497186459,Medium,Closed,1674290512608,1674571469540
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:9b9ca14a4bda4c61995609ade7116bfc:3cca5ddeb47e408c95e82f39c2efb84c,crowdstrike,5dc0ab2a223442eca0c97e03e8106c9b,1675497186459,High,Open,1674852226258,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:bfdef78c889e494e8fb5075eb191e1af:be9f279f418942b0bede6e4bcd94d243,mssentinel,594bcee43c334dce990b46df0c261951,1675497186459,Low,Closed,1673195787174,1673337685129
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:113785bb2bb54a9c9017bb35ca66ae83:149432076eaa46f78015a224f001eedd,mssentinel,0e106d6db94e423d96137d981f50f8a1,1675497186459,Low,Closed,1673097440284,1673158209355
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:d1083cae2de94d87827dd5704f00eeb5:0ac3f8bad98e4992a5d76ea26f2466c2,crowdstrike,b94c36775ae54d45aabd206f52b35ea2,1675497186459,Low,Open,1675416000408,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:23e3c8e5a4c64171a8dc574d6fa1aca0:564ae40478ca472b874ec0f7015079d3,crowdstrike,0f77e4f1a3e440e79f0cddd8acc4d71f,1675497186459,Medium,Open,1675360657719,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:a6a6c40e8b7e4842a464f62c1c21128c:7931b7e2485343aea4df8f5ed6ab5a77,crowdstrike,9d760f9d066d436d9d7f67c8e0f83693,1675497186459,Critical,Closed,1672939994410,1673208233183
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:63887228382c4f4da1dfe2f1ae76c9d4:c72cec0e371947edbc327c6c12629eba,mssentinel,d250810fd96342aca674ebc1d643c53b,1675497186459,Medium,Closed,1675207257444,1675304194471
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:5b6b7ad0794f46eca6e2184bf1e020da:10221d04e5d34683b5e65eecc05dc581,crowdstrike,26cc71ef3de8487aba86b207d2e190f6,1675497186459,High,Open,1671260790647,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:43c7835fc70a4af6ae6736514d262f16:4b5816515332404184b04483f93e09ae,crowdstrike,0f4f4d750b784b25826842f798eefabe,1675497186459,High,Open,1670928463409,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:144ed48e8f4f4f2c8c8c9939066ee252:b15addad0e9849ca9a92c6323d888c09,crowdstrike,d7b00fc282de4bfd899591d60ca5ec1a,1675497186459,Medium,Open,1673849230376,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:8dbc5bf7b6104c64a51a23dd3e5e5c9d:15fa080932ef4f8ca7ec17f231a517fb,mssentinel,f8c44051498f4b069b76e78b78e6acad,1675497186459,High,Closed,1672313968868,1672340778803
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:97c0f18951754ebe9c7c4e176103e88b:8cb2465ccf0a42599b98ff4623fc7e78,mssentinel,83da5d04ab9042fb867df961dd6b7c5b,1675497186459,Critical,Closed,1670482616021,1670652099746
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:5f27cd91bf1346f6874db24b12ff99b6:8c273fab467a435fb8b8f751039f6069,crowdstrike,353ea3aa682b4fd1a3264b23d75e4721,1675497186459,Critical,Open,1675257155337,
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:6deb7eea00ae47368e67a30a4c92ef18:82fc8f6b10d141c2b29913c2acfba10a,mssentinel,520c16c8bad74fc8b3291c9a26b160ed,1675497186459,High,Closed,1673862091948,1673896376798
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:b997729a51374cb8b6fef4a3184f4624:480e1bb9a57a4a8eb9aa932d28dea1b3,mssentinel,db55ed25842347cf91aa0f63f9c70855,1675497186459,High,Closed,1670609662064,1670642494807
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:661a8bb2ea2044d28718d235a3b96570:857c6c49ad8d4ce1a5acca9771122949,mssentinel,d62ec2a4b96a4683b3c3225c4ad1e117,1675497186459,Critical,Open,1671677620967,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:096e0e4837b64ed0a663d6ea25f83016:0e27e5aeb317420684cb8da9f4aef886,crowdstrike,9de4572478d6446c9922cdb22425d851,1675497186459,Critical,Open,1674069273589,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:3782a06d6cb94a0384f16ec87ed8ec0a:93df0d185685454c9848382251e92a1d,crowdstrike,be3c4b5b05bc4bb3b2062fcea32638c2,1675497186459,High,Closed,1671857512422,1672139536431
33qr3gs8-41u6-32i6-2672-h361u7j631ht,inc:287f31011120447bb7f68ef1ca9304d9:e5157ff7351b4dfa8700adbf8e0b1a52,mssentinel,2d9b51bbbdec4950a57a9948ff1da122,1675497186459,High,Open,1671726918552,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:7c39f0b3086a4be78dc0fffaeb39d095:de90c7d62d104281af8825bd305b436f,mssentinel,dbe30a39d65a4bd389c1c219f86f7c01,1675497186459,Critical,Open,1673303985324,
4d58c236-cc73-4e14-bfe0-e00bb5212b57,inc:665e7991099448e9b406a86d66f3770a:a9735dcbfe3f4e9296ca4642f948e1e7,mssentinel,e47ae8c27db84b56a650b0f313602895,1675497186459,High,Open,1675289219576,
